Area	Brand	Age	Device	Region	RGB Count	"Data User count
Monthly usage>100 MB"	 Total Data Usage (GB) 	" Total usage of Data Users with
Monthly usage>100 MB "
Not Seelected	Robi	60+ yrs	2G Device	Rajshahi	8236	526	 556 	 537 
Not Seelected	Robi	60+ yrs	3G Device	Rajshahi	6123	2351	" 3,755 "	" 3,718 "
Not Seelected	Robi	60+ yrs	4G Device	Rajshahi	1501	917	" 2,122 "	" 2,115 "
Not Seelected	Robi	60+ yrs	Basic	Rajshahi	15237	1025	" 1,180 "	" 1,155 "
Not Seelected	Robi	60+ yrs	Others	Rajshahi	2166	339	 309 	 301 
Not Seelected	Robi	OTHERS	2G Device	Rajshahi	9	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Rajshahi	7	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Rajshahi	1	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Rajshahi	12	0	 -   	
Not Seelected	Robi	OTHERS	Others	Rajshahi	16	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Rangpur	12166	2115	" 2,470 "	" 2,401 "
Not Seelected	Robi	<=24 yrs	3G Device	Rangpur	15468	8483	" 13,814 "	" 13,699 "
Not Seelected	Robi	<=24 yrs	4G Device	Rangpur	4247	3070	" 8,679 "	" 8,655 "
Not Seelected	Robi	<=24 yrs	Basic	Rangpur	19677	3716	" 4,522 "	" 4,429 "
Not Seelected	Robi	<=24 yrs	Others	Rangpur	2545	749	 829 	 814 
Not Seelected	Robi	25-29 yrs	2G Device	Rangpur	25182	2271	" 2,592 "	" 2,498 "
Not Seelected	Robi	25-29 yrs	3G Device	Rangpur	23497	9666	" 16,143 "	" 15,976 "
Not Seelected	Robi	25-29 yrs	4G Device	Rangpur	5261	3406	" 10,026 "	" 9,997 "
Not Seelected	Robi	25-29 yrs	Basic	Rangpur	41966	4063	" 5,021 "	" 4,887 "
Not Seelected	Robi	25-29 yrs	Others	Rangpur	4513	821	" 1,019 "	" 1,000 "
Not Seelected	Robi	30-34 yrs	2G Device	Rangpur	32839	2008	" 2,557 "	" 2,470 "
Not Seelected	Robi	30-34 yrs	3G Device	Rangpur	24818	8838	" 16,546 "	" 16,384 "
Not Seelected	Robi	30-34 yrs	4G Device	Rangpur	5441	3299	" 9,351 "	" 9,322 "
Not Seelected	Robi	30-34 yrs	Basic	Rangpur	54649	3678	" 4,877 "	" 4,750 "
Not Seelected	Robi	30-34 yrs	Others	Rangpur	6063	731	 860 	 841 
Not Seelected	Robi	35-39 yrs	2G Device	Rangpur	31786	1639	" 1,851 "	" 1,772 "
Not Seelected	Robi	35-39 yrs	3G Device	Rangpur	20724	6802	" 11,582 "	" 11,462 "
Not Seelected	Robi	35-39 yrs	4G Device	Rangpur	3985	2364	" 6,540 "	" 6,518 "
Not Seelected	Robi	35-39 yrs	Basic	Rangpur	52123	3090	" 3,857 "	" 3,746 "
Not Seelected	Robi	35-39 yrs	Others	Rangpur	6214	707	 993 	 974 
Not Seelected	Robi	40-44 yrs	2G Device	Rangpur	19065	1203	" 1,414 "	" 1,356 "
Not Seelected	Robi	40-44 yrs	3G Device	Rangpur	12941	4802	" 8,284 "	" 8,206 "
Not Seelected	Robi	40-44 yrs	4G Device	Rangpur	2584	1564	" 4,941 "	" 4,929 "
Not Seelected	Robi	40-44 yrs	Basic	Rangpur	31103	2147	" 2,537 "	" 2,458 "
Not Seelected	Robi	40-44 yrs	Others	Rangpur	3815	434	 607 	 596 
Not Seelected	Robi	45-59 yrs	2G Device	Rangpur	34340	2330	" 2,500 "	" 2,384 "
Not Seelected	Robi	45-59 yrs	3G Device	Rangpur	22588	8402	" 14,877 "	" 14,722 "
Not Seelected	Robi	45-59 yrs	4G Device	Rangpur	4361	2658	" 7,584 "	" 7,559 "
Not Seelected	Robi	45-59 yrs	Basic	Rangpur	56809	4317	" 4,957 "	" 4,797 "
Not Seelected	Robi	45-59 yrs	Others	Rangpur	7013	791	 947 	 924 
Not Seelected	Robi	60+ yrs	2G Device	Rangpur	8830	580	 579 	 552 
Not Seelected	Robi	60+ yrs	3G Device	Rangpur	5400	1942	" 3,312 "	" 3,277 "
Not Seelected	Robi	60+ yrs	4G Device	Rangpur	973	544	" 1,330 "	" 1,325 "
Not Seelected	Robi	60+ yrs	Basic	Rangpur	14991	1039	" 1,122 "	" 1,084 "
Not Seelected	Robi	60+ yrs	Others	Rangpur	1845	182	 212 	 207 
Not Seelected	Robi	OTHERS	2G Device	Rangpur	7	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Rangpur	4	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Rangpur	2	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Rangpur	20	0	 -   	
Not Seelected	Robi	OTHERS	Others	Rangpur	17	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Sylhet	3969	1226	" 2,606 "	" 2,592 "
Not Seelected	Robi	<=24 yrs	3G Device	Sylhet	13560	10558	" 29,512 "	" 29,466 "
Not Seelected	Robi	<=24 yrs	4G Device	Sylhet	6161	5334	" 20,797 "	" 20,783 "
Not Seelected	Robi	<=24 yrs	Basic	Sylhet	7893	2326	" 5,241 "	" 5,218 "
Not Seelected	Robi	<=24 yrs	Others	Sylhet	2006	1082	" 1,884 "	" 1,875 "
Not Seelected	Robi	25-29 yrs	2G Device	Sylhet	9432	1798	" 3,685 "	" 3,658 "
Not Seelected	Robi	25-29 yrs	3G Device	Sylhet	23712	16704	" 47,682 "	" 47,590 "
Not Seelected	Robi	25-29 yrs	4G Device	Sylhet	10124	8361	" 35,009 "	" 34,981 "
Not Seelected	Robi	25-29 yrs	Basic	Sylhet	19071	3475	" 7,333 "	" 7,292 "
Not Seelected	Robi	25-29 yrs	Others	Sylhet	4004	1721	" 3,614 "	" 3,601 "
Not Seelected	Robi	30-34 yrs	2G Device	Sylhet	9953	1389	" 2,611 "	" 2,587 "
Not Seelected	Robi	30-34 yrs	3G Device	Sylhet	19598	12964	" 36,092 "	" 36,018 "
Not Seelected	Robi	30-34 yrs	4G Device	Sylhet	8208	6656	" 27,458 "	" 27,436 "
Not Seelected	Robi	30-34 yrs	Basic	Sylhet	20903	2754	" 5,744 "	" 5,706 "
Not Seelected	Robi	30-34 yrs	Others	Sylhet	4135	1388	" 2,956 "	" 2,945 "
Not Seelected	Robi	35-39 yrs	2G Device	Sylhet	8921	1036	" 1,954 "	" 1,935 "
Not Seelected	Robi	35-39 yrs	3G Device	Sylhet	14616	9266	" 24,792 "	" 24,734 "
Not Seelected	Robi	35-39 yrs	4G Device	Sylhet	6023	4804	" 18,394 "	" 18,376 "
Not Seelected	Robi	35-39 yrs	Basic	Sylhet	17401	1952	" 3,987 "	" 3,959 "
Not Seelected	Robi	35-39 yrs	Others	Sylhet	3380	1076	" 2,106 "	" 2,097 "
Not Seelected	Robi	40-44 yrs	2G Device	Sylhet	5759	632	" 1,119 "	" 1,106 "
Not Seelected	Robi	40-44 yrs	3G Device	Sylhet	9495	5954	" 15,137 "	" 15,100 "
Not Seelected	Robi	40-44 yrs	4G Device	Sylhet	3762	2974	" 10,970 "	" 10,959 "
Not Seelected	Robi	40-44 yrs	Basic	Sylhet	11518	1343	" 2,697 "	" 2,678 "
Not Seelected	Robi	40-44 yrs	Others	Sylhet	2365	667	" 1,213 "	" 1,207 "
Not Seelected	Robi	45-59 yrs	2G Device	Sylhet	12021	1332	" 2,397 "	" 2,369 "
Not Seelected	Robi	45-59 yrs	3G Device	Sylhet	16995	10749	" 27,415 "	" 27,346 "
Not Seelected	Robi	45-59 yrs	4G Device	Sylhet	6435	5106	" 19,228 "	" 19,207 "
Not Seelected	Robi	45-59 yrs	Basic	Sylhet	23633	2503	" 4,980 "	" 4,941 "
Not Seelected	Robi	45-59 yrs	Others	Sylhet	5010	1311	" 2,637 "	" 2,624 "
Not Seelected	Robi	60+ yrs	2G Device	Sylhet	3251	339	 700 	 694 
Not Seelected	Robi	60+ yrs	3G Device	Sylhet	4633	2960	" 6,933 "	" 6,915 "
Not Seelected	Robi	60+ yrs	4G Device	Sylhet	1803	1437	" 5,098 "	" 5,093 "
Not Seelected	Robi	60+ yrs	Basic	Sylhet	6513	644	" 1,087 "	" 1,077 "
Not Seelected	Robi	60+ yrs	Others	Sylhet	1428	351	 549 	 546 
Not Seelected	Robi	OTHERS	2G Device	Sylhet	5	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Sylhet	5	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Sylhet	1	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Sylhet	15	0	 -   	
Not Seelected	Robi	OTHERS	Others	Sylhet	8	0	 -   	
Selected	AT	<=24 yrs	2G Device	Barisal	140	36	 70 	 70 
Selected	AT	<=24 yrs	3G Device	Barisal	420	245	 687 	 686 
Selected	AT	<=24 yrs	4G Device	Barisal	185	118	 423 	 423 
Selected	AT	<=24 yrs	Basic	Barisal	227	57	 121 	 120 
Selected	AT	<=24 yrs	Others	Barisal	47	26	 43 	 43 
Selected	AT	25-29 yrs	2G Device	Barisal	217	39	 72 	 71 
Selected	AT	25-29 yrs	3G Device	Barisal	388	165	 334 	 333 
Selected	AT	25-29 yrs	4G Device	Barisal	190	111	 386 	 386 
Selected	AT	25-29 yrs	Basic	Barisal	310	37	 87 	 86 
Selected	AT	25-29 yrs	Others	Barisal	29	7	 14 	 14 
Selected	AT	30-34 yrs	2G Device	Barisal	175	12	 15 	 15 
Selected	AT	30-34 yrs	3G Device	Barisal	333	112	 262 	 261 
Selected	AT	30-34 yrs	4G Device	Barisal	122	61	 276 	 276 
Selected	AT	30-34 yrs	Basic	Barisal	307	28	 71 	 71 
Selected	AT	30-34 yrs	Others	Barisal	25	6	 14 	 14 
Selected	AT	35-39 yrs	2G Device	Barisal	171	17	 15 	 15 
Selected	AT	35-39 yrs	3G Device	Barisal	241	86	 255 	 254 
Selected	AT	35-39 yrs	4G Device	Barisal	105	48	 159 	 159 
Selected	AT	35-39 yrs	Basic	Barisal	266	27	 42 	 41 
Selected	AT	35-39 yrs	Others	Barisal	22	7	 7 	 7 
Selected	AT	40-44 yrs	2G Device	Barisal	139	13	 28 	 27 
Selected	AT	40-44 yrs	3G Device	Barisal	211	76	 163 	 162 
Selected	AT	40-44 yrs	4G Device	Barisal	109	45	 144 	 143 
Selected	AT	40-44 yrs	Basic	Barisal	276	25	 37 	 36 
Selected	AT	40-44 yrs	Others	Barisal	18	5	 8 	 8 
Selected	AT	45-59 yrs	2G Device	Barisal	297	31	 46 	 46 
Selected	AT	45-59 yrs	3G Device	Barisal	426	143	 348 	 346 
Selected	AT	45-59 yrs	4G Device	Barisal	183	81	 291 	 291 
Selected	AT	45-59 yrs	Basic	Barisal	405	47	 113 	 113 
Selected	AT	45-59 yrs	Others	Barisal	33	12	 13 	 13 
Selected	AT	60+ yrs	2G Device	Barisal	111	7	 51 	 51 
Selected	AT	60+ yrs	3G Device	Barisal	95	29	 93 	 92 
Selected	AT	60+ yrs	4G Device	Barisal	35	24	 108 	 108 
Selected	AT	60+ yrs	Basic	Barisal	138	5	 8 	 8 
Selected	AT	60+ yrs	Others	Barisal	9	1	 1 	 1 
Selected	AT	OTHERS	2G Device	Barisal				
Selected	AT	OTHERS	3G Device	Barisal				
Selected	AT	OTHERS	4G Device	Barisal				
Selected	AT	OTHERS	Basic	Barisal				
Selected	AT	OTHERS	Others	Barisal				
Selected	AT	<=24 yrs	2G Device	Brahmanbaria 	316	71	 155 	 155 
Selected	AT	<=24 yrs	3G Device	Brahmanbaria 	816	449	" 1,085 "	" 1,083 "
Selected	AT	<=24 yrs	4G Device	Brahmanbaria 	502	349	" 1,095 "	" 1,094 "
Selected	AT	<=24 yrs	Basic	Brahmanbaria 	640	141	 216 	 215 
Selected	AT	<=24 yrs	Others	Brahmanbaria 	115	56	 65 	 64 
Selected	AT	25-29 yrs	2G Device	Brahmanbaria 	640	79	 154 	 152 
Selected	AT	25-29 yrs	3G Device	Brahmanbaria 	1413	675	" 1,573 "	" 1,569 "
Selected	AT	25-29 yrs	4G Device	Brahmanbaria 	794	478	" 1,612 "	" 1,610 "
Selected	AT	25-29 yrs	Basic	Brahmanbaria 	1335	172	 273 	 271 
Selected	AT	25-29 yrs	Others	Brahmanbaria 	159	65	 80 	 79 
Selected	AT	30-34 yrs	2G Device	Brahmanbaria 	720	80	 127 	 126 
Selected	AT	30-34 yrs	3G Device	Brahmanbaria 	1507	631	" 1,479 "	" 1,474 "
Selected	AT	30-34 yrs	4G Device	Brahmanbaria 	726	424	" 1,327 "	" 1,325 "
Selected	AT	30-34 yrs	Basic	Brahmanbaria 	1522	124	 226 	 224 
Selected	AT	30-34 yrs	Others	Brahmanbaria 	166	45	 56 	 55 
Selected	AT	35-39 yrs	2G Device	Brahmanbaria 	585	52	 87 	 86 
Selected	AT	35-39 yrs	3G Device	Brahmanbaria 	1110	474	" 1,061 "	" 1,057 "
Selected	AT	35-39 yrs	4G Device	Brahmanbaria 	541	323	" 1,197 "	" 1,196 "
Selected	AT	35-39 yrs	Basic	Brahmanbaria 	1266	105	 171 	 170 
Selected	AT	35-39 yrs	Others	Brahmanbaria 	103	36	 52 	 51 
Selected	AT	40-44 yrs	2G Device	Brahmanbaria 	488	45	 74 	 74 
Selected	AT	40-44 yrs	3G Device	Brahmanbaria 	825	313	 779 	 776 
Selected	AT	40-44 yrs	4G Device	Brahmanbaria 	376	222	 770 	 768 
Selected	AT	40-44 yrs	Basic	Brahmanbaria 	919	75	 139 	 139 
Selected	AT	40-44 yrs	Others	Brahmanbaria 	73	25	 37 	 37 
Selected	AT	45-59 yrs	2G Device	Brahmanbaria 	1006	107	 183 	 181 
Selected	AT	45-59 yrs	3G Device	Brahmanbaria 	1501	597	" 1,393 "	" 1,388 "
Selected	AT	45-59 yrs	4G Device	Brahmanbaria 	684	363	" 1,341 "	" 1,340 "
Selected	AT	45-59 yrs	Basic	Brahmanbaria 	1690	138	 281 	 278 
Selected	AT	45-59 yrs	Others	Brahmanbaria 	179	65	 105 	 104 
Selected	AT	60+ yrs	2G Device	Brahmanbaria 	264	15	 20 	 20 
Selected	AT	60+ yrs	3G Device	Brahmanbaria 	332	135	 365 	 364 
Selected	AT	60+ yrs	4G Device	Brahmanbaria 	157	95	 259 	 258 
Selected	AT	60+ yrs	Basic	Brahmanbaria 	479	29	 45 	 44 
Selected	AT	60+ yrs	Others	Brahmanbaria 	55	15	 22 	 22 
Selected	AT	OTHERS	2G Device	Brahmanbaria 	2	0	 -   	
Selected	AT	OTHERS	3G Device	Brahmanbaria 	1	0	 0 	
Selected	AT	OTHERS	4G Device	Brahmanbaria 				
Selected	AT	OTHERS	Basic	Brahmanbaria 	1	0	 -   	
Selected	AT	OTHERS	Others	Brahmanbaria 	3	0	 -   	
Selected	AT	<=24 yrs	2G Device	Chittagong Metro	4462	927	" 1,436 "	" 1,421 "
Selected	AT	<=24 yrs	3G Device	Chittagong Metro	9304	4938	" 10,972 "	" 10,941 "
Selected	AT	<=24 yrs	4G Device	Chittagong Metro	5775	3676	" 11,914 "	" 11,895 "
Selected	AT	<=24 yrs	Basic	Chittagong Metro	8782	1597	" 2,826 "	" 2,806 "
Selected	AT	<=24 yrs	Others	Chittagong Metro	2284	783	" 1,648 "	" 1,640 "
Selected	AT	25-29 yrs	2G Device	Chittagong Metro	11863	1526	" 2,211 "	" 2,183 "
Selected	AT	25-29 yrs	3G Device	Chittagong Metro	21199	9619	" 21,640 "	" 21,564 "
Selected	AT	25-29 yrs	4G Device	Chittagong Metro	11804	6913	" 24,030 "	" 23,993 "
Selected	AT	25-29 yrs	Basic	Chittagong Metro	23724	2850	" 4,603 "	" 4,560 "
Selected	AT	25-29 yrs	Others	Chittagong Metro	4621	1295	" 3,015 "	" 3,001 "
Selected	AT	30-34 yrs	2G Device	Chittagong Metro	14182	1392	" 1,991 "	" 1,966 "
Selected	AT	30-34 yrs	3G Device	Chittagong Metro	22512	9121	" 20,438 "	" 20,360 "
Selected	AT	30-34 yrs	4G Device	Chittagong Metro	10377	5879	" 19,891 "	" 19,861 "
Selected	AT	30-34 yrs	Basic	Chittagong Metro	29310	2631	" 4,406 "	" 4,361 "
Selected	AT	30-34 yrs	Others	Chittagong Metro	5967	1246	" 2,511 "	" 2,500 "
Selected	AT	35-39 yrs	2G Device	Chittagong Metro	12034	995	" 1,388 "	" 1,365 "
Selected	AT	35-39 yrs	3G Device	Chittagong Metro	16974	6641	" 15,135 "	" 15,075 "
Selected	AT	35-39 yrs	4G Device	Chittagong Metro	7086	3768	" 12,732 "	" 12,708 "
Selected	AT	35-39 yrs	Basic	Chittagong Metro	23377	1818	" 2,950 "	" 2,918 "
Selected	AT	35-39 yrs	Others	Chittagong Metro	4663	795	" 1,925 "	" 1,916 "
Selected	AT	40-44 yrs	2G Device	Chittagong Metro	8659	715	" 1,039 "	" 1,022 "
Selected	AT	40-44 yrs	3G Device	Chittagong Metro	11982	4580	" 10,042 "	" 9,999 "
Selected	AT	40-44 yrs	4G Device	Chittagong Metro	5322	2888	" 10,139 "	" 10,121 "
Selected	AT	40-44 yrs	Basic	Chittagong Metro	15698	1241	" 1,919 "	" 1,896 "
Selected	AT	40-44 yrs	Others	Chittagong Metro	3194	547	" 1,163 "	" 1,158 "
Selected	AT	45-59 yrs	2G Device	Chittagong Metro	15217	1374	" 1,874 "	" 1,844 "
Selected	AT	45-59 yrs	3G Device	Chittagong Metro	19260	7379	" 15,935 "	" 15,862 "
Selected	AT	45-59 yrs	4G Device	Chittagong Metro	8303	4498	" 15,491 "	" 15,463 "
Selected	AT	45-59 yrs	Basic	Chittagong Metro	26607	2085	" 3,173 "	" 3,135 "
Selected	AT	45-59 yrs	Others	Chittagong Metro	5793	847	" 1,652 "	" 1,643 "
Selected	AT	60+ yrs	2G Device	Chittagong Metro	3710	232	 278 	 273 
Selected	AT	60+ yrs	3G Device	Chittagong Metro	3723	1251	" 2,802 "	" 2,787 "
Selected	AT	60+ yrs	4G Device	Chittagong Metro	1648	876	" 2,683 "	" 2,677 "
Selected	AT	60+ yrs	Basic	Chittagong Metro	5857	399	 765 	 760 
Selected	AT	60+ yrs	Others	Chittagong Metro	1917	162	 317 	 314 
Selected	AT	OTHERS	2G Device	Chittagong Metro	18	0	 0 	
Selected	AT	OTHERS	3G Device	Chittagong Metro	12	0	 0 	
Selected	AT	OTHERS	4G Device	Chittagong Metro	8	1	 0 	 0 
Selected	AT	OTHERS	Basic	Chittagong Metro	33	0	 0 	
Selected	AT	OTHERS	Others	Chittagong Metro	31	0	 0 	
Selected	AT	<=24 yrs	2G Device	Chittagong North	1764	508	 879 	 874 
Selected	AT	<=24 yrs	3G Device	Chittagong North	4157	2650	" 6,114 "	" 6,101 "
Selected	AT	<=24 yrs	4G Device	Chittagong North	2546	1853	" 6,007 "	" 6,002 "
Selected	AT	<=24 yrs	Basic	Chittagong North	3290	857	" 1,503 "	" 1,496 "
Selected	AT	<=24 yrs	Others	Chittagong North	866	433	 692 	 688 
Selected	AT	25-29 yrs	2G Device	Chittagong North	3384	585	" 1,039 "	" 1,031 "
Selected	AT	25-29 yrs	3G Device	Chittagong North	6660	3610	" 7,844 "	" 7,823 "
Selected	AT	25-29 yrs	4G Device	Chittagong North	3435	2285	" 7,928 "	" 7,920 "
Selected	AT	25-29 yrs	Basic	Chittagong North	6694	1081	" 1,943 "	" 1,931 "
Selected	AT	25-29 yrs	Others	Chittagong North	1183	471	" 1,012 "	" 1,009 "
Selected	AT	30-34 yrs	2G Device	Chittagong North	3859	472	 723 	 717 
Selected	AT	30-34 yrs	3G Device	Chittagong North	6632	3221	" 6,923 "	" 6,903 "
Selected	AT	30-34 yrs	4G Device	Chittagong North	3252	2110	" 7,448 "	" 7,440 "
Selected	AT	30-34 yrs	Basic	Chittagong North	7832	858	" 1,477 "	" 1,465 "
Selected	AT	30-34 yrs	Others	Chittagong North	1352	364	 735 	 732 
Selected	AT	35-39 yrs	2G Device	Chittagong North	3261	332	 472 	 465 
Selected	AT	35-39 yrs	3G Device	Chittagong North	5152	2408	" 5,631 "	" 5,614 "
Selected	AT	35-39 yrs	4G Device	Chittagong North	2283	1445	" 4,575 "	" 4,568 "
Selected	AT	35-39 yrs	Basic	Chittagong North	6365	616	" 1,022 "	" 1,013 "
Selected	AT	35-39 yrs	Others	Chittagong North	1074	258	 367 	 364 
Selected	AT	40-44 yrs	2G Device	Chittagong North	2161	234	 315 	 310 
Selected	AT	40-44 yrs	3G Device	Chittagong North	3235	1435	" 3,114 "	" 3,101 "
Selected	AT	40-44 yrs	4G Device	Chittagong North	1494	970	" 3,161 "	" 3,157 "
Selected	AT	40-44 yrs	Basic	Chittagong North	4064	446	 729 	 722 
Selected	AT	40-44 yrs	Others	Chittagong North	681	156	 259 	 257 
Selected	AT	45-59 yrs	2G Device	Chittagong North	4115	459	 671 	 662 
Selected	AT	45-59 yrs	3G Device	Chittagong North	5589	2554	" 5,609 "	" 5,591 "
Selected	AT	45-59 yrs	4G Device	Chittagong North	2569	1611	" 5,469 "	" 5,461 "
Selected	AT	45-59 yrs	Basic	Chittagong North	7430	782	" 1,251 "	" 1,239 "
Selected	AT	45-59 yrs	Others	Chittagong North	1336	309	 664 	 661 
Selected	AT	60+ yrs	2G Device	Chittagong North	1042	96	 124 	 122 
Selected	AT	60+ yrs	3G Device	Chittagong North	1272	600	" 1,251 "	" 1,247 "
Selected	AT	60+ yrs	4G Device	Chittagong North	594	370	" 1,237 "	" 1,236 "
Selected	AT	60+ yrs	Basic	Chittagong North	1753	153	 256 	 253 
Selected	AT	60+ yrs	Others	Chittagong North	419	71	 150 	 149 
Selected	AT	OTHERS	2G Device	Chittagong North	2	0	 -   	
Selected	AT	OTHERS	3G Device	Chittagong North	0	0	 -   	
Selected	AT	OTHERS	4G Device	Chittagong North				
Selected	AT	OTHERS	Basic	Chittagong North	6	0	 -   	
Selected	AT	OTHERS	Others	Chittagong North	4	0	 -   	
Selected	AT	<=24 yrs	2G Device	Chittagong South	1424	317	 576 	 573 
Selected	AT	<=24 yrs	3G Device	Chittagong South	2888	1755	" 4,116 "	" 4,107 "
Selected	AT	<=24 yrs	4G Device	Chittagong South	1477	1056	" 3,705 "	" 3,702 "
Selected	AT	<=24 yrs	Basic	Chittagong South	3252	670	" 1,145 "	" 1,138 "
Selected	AT	<=24 yrs	Others	Chittagong South	535	238	 418 	 417 
Selected	AT	25-29 yrs	2G Device	Chittagong South	2485	419	 707 	 702 
Selected	AT	25-29 yrs	3G Device	Chittagong South	4750	2557	" 5,970 "	" 5,957 "
Selected	AT	25-29 yrs	4G Device	Chittagong South	2542	1646	" 5,738 "	" 5,732 "
Selected	AT	25-29 yrs	Basic	Chittagong South	6067	866	" 1,597 "	" 1,587 "
Selected	AT	25-29 yrs	Others	Chittagong South	883	322	 585 	 582 
Selected	AT	30-34 yrs	2G Device	Chittagong South	3017	369	 558 	 554 
Selected	AT	30-34 yrs	3G Device	Chittagong South	4955	2490	" 5,854 "	" 5,840 "
Selected	AT	30-34 yrs	4G Device	Chittagong South	2531	1610	" 5,629 "	" 5,622 "
Selected	AT	30-34 yrs	Basic	Chittagong South	7164	784	" 1,429 "	" 1,419 "
Selected	AT	30-34 yrs	Others	Chittagong South	1127	276	 538 	 535 
Selected	AT	35-39 yrs	2G Device	Chittagong South	2501	249	 404 	 400 
Selected	AT	35-39 yrs	3G Device	Chittagong South	3656	1688	" 3,989 "	" 3,977 "
Selected	AT	35-39 yrs	4G Device	Chittagong South	1764	1093	" 3,825 "	" 3,820 "
Selected	AT	35-39 yrs	Basic	Chittagong South	5669	573	 987 	 980 
Selected	AT	35-39 yrs	Others	Chittagong South	947	214	 414 	 412 
Selected	AT	40-44 yrs	2G Device	Chittagong South	1651	151	 234 	 230 
Selected	AT	40-44 yrs	3G Device	Chittagong South	2305	1028	" 2,528 "	" 2,520 "
Selected	AT	40-44 yrs	4G Device	Chittagong South	1042	656	" 2,310 "	" 2,307 "
Selected	AT	40-44 yrs	Basic	Chittagong South	3542	358	 645 	 640 
Selected	AT	40-44 yrs	Others	Chittagong South	516	95	 125 	 123 
Selected	AT	45-59 yrs	2G Device	Chittagong South	2841	307	 437 	 432 
Selected	AT	45-59 yrs	3G Device	Chittagong South	3734	1718	" 4,047 "	" 4,034 "
Selected	AT	45-59 yrs	4G Device	Chittagong South	1588	971	" 3,116 "	" 3,112 "
Selected	AT	45-59 yrs	Basic	Chittagong South	5848	582	 944 	 935 
Selected	AT	45-59 yrs	Others	Chittagong South	1073	187	 252 	 250 
Selected	AT	60+ yrs	2G Device	Chittagong South	719	90	 118 	 117 
Selected	AT	60+ yrs	3G Device	Chittagong South	860	390	 774 	 772 
Selected	AT	60+ yrs	4G Device	Chittagong South	410	242	 860 	 858 
Selected	AT	60+ yrs	Basic	Chittagong South	1445	140	 229 	 228 
Selected	AT	60+ yrs	Others	Chittagong South	374	61	 83 	 82 
Selected	AT	OTHERS	2G Device	Chittagong South	1	0	 0 	
Selected	AT	OTHERS	3G Device	Chittagong South	2	0	 -   	
Selected	AT	OTHERS	4G Device	Chittagong South	0	0	 -   	
Selected	AT	OTHERS	Basic	Chittagong South	7	0	 -   	
Selected	AT	OTHERS	Others	Chittagong South	16	0	 -   	
Selected	AT	<=24 yrs	2G Device	Comilla	3568	978	" 1,637 "	" 1,628 "
Selected	AT	<=24 yrs	3G Device	Comilla	8762	5419	" 11,769 "	" 11,742 "
Selected	AT	<=24 yrs	4G Device	Comilla	4970	3640	" 11,262 "	" 11,249 "
Selected	AT	<=24 yrs	Basic	Comilla	6919	1724	" 3,210 "	" 3,195 "
Selected	AT	<=24 yrs	Others	Comilla	1108	408	 585 	 580 
Selected	AT	25-29 yrs	2G Device	Comilla	7436	1181	" 1,881 "	" 1,866 "
Selected	AT	25-29 yrs	3G Device	Comilla	15240	8111	" 17,994 "	" 17,947 "
Selected	AT	25-29 yrs	4G Device	Comilla	7758	4959	" 16,345 "	" 16,326 "
Selected	AT	25-29 yrs	Basic	Comilla	15364	2369	" 4,123 "	" 4,099 "
Selected	AT	25-29 yrs	Others	Comilla	1895	602	 847 	 841 
Selected	AT	30-34 yrs	2G Device	Comilla	8532	1029	" 1,583 "	" 1,568 "
Selected	AT	30-34 yrs	3G Device	Comilla	15402	7358	" 16,300 "	" 16,248 "
Selected	AT	30-34 yrs	4G Device	Comilla	7392	4680	" 14,996 "	" 14,977 "
Selected	AT	30-34 yrs	Basic	Comilla	18176	2080	" 3,676 "	" 3,651 "
Selected	AT	30-34 yrs	Others	Comilla	2267	547	 680 	 673 
Selected	AT	35-39 yrs	2G Device	Comilla	7478	834	" 1,390 "	" 1,378 "
Selected	AT	35-39 yrs	3G Device	Comilla	12471	5933	" 12,896 "	" 12,854 "
Selected	AT	35-39 yrs	4G Device	Comilla	5774	3647	" 11,283 "	" 11,267 "
Selected	AT	35-39 yrs	Basic	Comilla	15146	1629	" 2,798 "	" 2,777 "
Selected	AT	35-39 yrs	Others	Comilla	1797	396	 477 	 471 
Selected	AT	40-44 yrs	2G Device	Comilla	5146	593	 892 	 883 
Selected	AT	40-44 yrs	3G Device	Comilla	8070	3812	" 8,216 "	" 8,186 "
Selected	AT	40-44 yrs	4G Device	Comilla	3724	2352	" 7,198 "	" 7,187 "
Selected	AT	40-44 yrs	Basic	Comilla	10429	1172	" 1,922 "	" 1,906 "
Selected	AT	40-44 yrs	Others	Comilla	1138	253	 358 	 355 
Selected	AT	45-59 yrs	2G Device	Comilla	9399	1075	" 1,631 "	" 1,612 "
Selected	AT	45-59 yrs	3G Device	Comilla	13661	6516	" 13,697 "	" 13,646 "
Selected	AT	45-59 yrs	4G Device	Comilla	6056	3722	" 11,602 "	" 11,582 "
